EmployeeID,First_Name,Surname,StreetAddress,City,StateFull,ZipCode,Country,CountryFull,Age,Office,Start_Date,Termination_Date,Office_Type,Department,Currency,Bonus_pct,Job_title,DOB,level,Active Status,Job_Profile,Compensation,start_year,termination_year,tenure_months,tenure_years,State_code,Salary(USD)
102768,Billy,Shelley,2471 Byers Lane,Redding,California,96001,US,United States,46.0,NYC,2017-01-02,2020-09-24 00:00:00.000000,Corporate,Customer Service,USD,0.15,Senior Account Manager,1977-01-20,Senior,0,JP_1022,100000.0,2017,2020,45.36666666666667,3.728767123287671,CA,55000.0
102769,Christopher,Majors,2337 Mount Street,Saginaw,Michigan,48607,US,United States,37.0,NYC,2017-01-02,,Corporate,Corporate,USD,0.15,"Manager, Corporate",1986-08-21,Individual Contributor,1,JP_1012,,2017,0,78.78955148294908,6.475853546543759,MI,65000.0
102770,Michael,Hayden,2904 Sherman Street,Morganville,Kansas,67468,US,United States,32.0,NYC,2017-01-02,2020-06-17 00:00:00.000000,Corporate,Sales,USD,0.2,Sales Manager,1991-10-05,Manager,0,JP_1037,120000.0,2017,2020,42.06666666666667,3.4575342465753423,KS,71000.0
102771,Gilda,Moore,650 Norman Street,Los Angeles,California,90042,US,United States,57.0,NYC,2017-01-02,2021-03-24 00:00:00.000000,Corporate,Customer Service,USD,0.15,Account Manager,1966-11-01,Individual Contributor,0,JP_1020,70000.0,2017,2021,51.4,4.2246575342465755,CA,59000.0
102772,Scott,Austin,96 Freezeland Lane,CRAIGENDORAN,,0G841LB,GB,United Kingdom,41.0,London,2017-01-02,2018-07-16 00:00:00.000000,Corporate,Customer Service,GBP,0.15,Account Manager,1982-01-30,Individual Contributor,0,JP_1020,70000.0,2017,2018,18.666666666666668,1.5342465753424657,,36970.93319734829
102773,Clara,Tillson,3408 Earnhardt Drive,Louisville,Kentucky,40299,US,United States,62.0,Boulder,2017-01-09,,Technology,Technology,USD,0.15,Senior Software Engineer,1961-11-10,Senior,1,JP_1046,140000.0,2017,0,78.55621814961575,6.456675464351979,KY,97000.0
102774,Howard,Hernandez,4578 Simpson Street,Prairie City,Illinois,61470,US,United States,45.0,Boulder,2017-01-09,,Technology,Marketing,USD,0.15,Graphic Designer,1978-10-07,Individual Contributor,1,JP_1027,75000.0,2017,0,78.55621814961575,6.456675464351979,IL,79000.0
102775,Thomas,Kirby,2709 Golden Street,Fort Lauderdale,Florida,33311,US,United States,57.0,Boulder,2017-01-09,2020-01-10 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1966-08-18,Individual Contributor,0,JP_1043,110000.0,2017,2020,36.53333333333333,3.0027397260273974,FL,97000.0
102776,Michael,Reinhardt,642 Lynn Avenue,Eau Claire,Wisconsin,54701,US,United States,55.0,Boulder,2017-01-09,2019-07-18 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1968-08-09,Individual Contributor,0,JP_1043,110000.0,2017,2019,30.666666666666668,2.5205479452054793,WI,95000.0
102777,Christene,Love,4025 Sundown Lane,Smithville,Texas,78957,US,United States,47.0,Boulder,2017-01-09,2021-04-24 00:00:00.000000,Technology,Technology,USD,0.2,"Director, Engineering",1976-07-02,Director,0,JP_1045,200000.0,2017,2021,52.2,4.2904109589041095,TX,93000.0
102778,Millicent,Glaze,2616 Trails End Road,Deerfield Beach,Florida,33442,US,United States,64.0,NYC,2017-01-09,2018-03-07 00:00:00.000000,Corporate,Corporate,USD,0.15,Accountant,1959-03-21,Individual Contributor,0,JP_1010,85000.0,2017,2018,14.066666666666666,1.1561643835616437,FL,61000.0
102779,Gilbert,Choe,288 Red Dog Road,Charlotte,North Carolina,28202,US,United States,51.0,NYC,2017-01-09,2019-04-02 00:00:00.000000,Corporate,Sales,USD,0.1,"Associate, Sales",1972-08-28,Associate,0,JP_1040,75000.0,2017,2019,27.1,2.2273972602739724,NC,75000.0
102780,William,Simon,1796 Goff Avenue,Delton,Michigan,49046,US,United States,65.0,NYC,2017-01-09,2019-06-12 00:00:00.000000,Corporate,Sales,USD,0.15,Account Executive,1958-02-09,Individual Contributor,0,JP_1034,85000.0,2017,2019,29.466666666666665,2.421917808219178,MI,74000.0
102781,Harry,Dejesus,3767 Marion Drive,Tampa,Florida,33602,US,United States,29.0,NYC,2017-01-09,,Corporate,Customer Service,USD,0.15,Senior Account Manager,1994-12-28,Senior,1,JP_1022,100000.0,2017,0,78.55621814961575,6.456675464351979,FL,52000.0
102782,Christopher,Lotts,95 Better Street,Kansas City,Kansas,64105,US,United States,63.0,NYC,2017-01-09,2017-10-26 00:00:00.000000,Corporate,Marketing,USD,0.15,Programmatic Marketing Specialist,1960-04-21,Individual Contributor,0,JP_1028,70000.0,2017,2017,9.666666666666666,0.7945205479452054,KS,75000.0
102783,David,Hunt,1662 Washburn Street,Baton Rouge,Louisiana,70802,US,United States,39.0,NYC,2017-01-09,,Corporate,Sales,USD,0.2,Sales Manager,1984-05-26,Manager,1,JP_1037,120000.0,2017,0,78.55621814961575,6.456675464351979,LA,74000.0
102784,Xiong,Tung,,,,0,HK,Hong Kong,92.0,HongKong,2017-01-09,,Technology,Technology,HKD,0.15,Software Engineer,1931-11-10,Individual Contributor,1,JP_1043,110000.0,2017,0,78.55621814961575,6.456675464351979,,37550.77017395969
102785,An,Chuang,,,,0,HK,Hong Kong,91.0,HongKong,2017-01-09,2022-06-19 00:00:00.000000,Technology,Technology,HKD,0.15,Software Engineer,1932-06-23,Individual Contributor,0,JP_1043,110000.0,2017,2022,66.23333333333333,5.443835616438356,,36528.98050936215
102786,Rong,Ku,,,,0,HK,Hong Kong,61.0,HongKong,2017-01-09,,Technology,Technology,HKD,0.2,"Director, Engineering",1962-11-18,Director,1,JP_1045,200000.0,2017,0,78.55621814961575,6.456675464351979,,36528.98050936215
102787,Bernard,Tompkins,3970 Bloomfield Way,Weld,Maine,04285,US,United States,39.0,Boulder,2017-01-16,,Technology,Technology,USD,0.15,Software Engineer,1984-01-22,Individual Contributor,1,JP_1043,110000.0,2017,0,78.32288481628241,6.437497382160198,ME,92000.0
102788,Robert,Quarles,3124 Cody Ridge Road,Guymon,Oklahoma,73942,US,United States,35.0,Boulder,2017-01-16,,Technology,Corporate,USD,0.15,Accountant,1988-04-27,Individual Contributor,1,JP_1010,85000.0,2017,0,78.32288481628241,6.437497382160198,OK,67000.0
102789,Joan,Escobar,2389 Hickory Lane,Washington,District of Columbia,20017,US,United States,28.0,Boulder,2017-01-16,2018-09-11 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1995-09-12,Individual Contributor,0,JP_1043,110000.0,2017,2018,20.1,1.652054794520548,DC,97000.0
102790,Marci,Howard,4670 Happy Hollow Road,Whiteville,North Carolina,28472,US,United States,32.0,NYC,2017-01-16,2018-12-06 00:00:00.000000,Corporate,Customer Service,USD,0.15,Associate Account Manager,1991-04-01,Manager,0,JP_1018,,2017,2018,22.966666666666665,1.8876712328767122,NC,54000.0
102791,Roland,Fortunato,1530 Sunburst Drive,Fort Myers,Florida,33912,US,United States,50.0,NYC,2017-01-16,,Corporate,Customer Service,USD,0.15,Account Manager,1973-10-09,Individual Contributor,1,JP_1020,70000.0,2017,0,78.32288481628241,6.437497382160198,FL,58000.0
102792,Bobby,Lovette,2913 Hillside Drive,West Roxbury,Massachusetts,02132,US,United States,52.0,NYC,2017-01-16,2018-10-13 00:00:00.000000,Corporate,Customer Service,USD,0.15,Associate Account Manager,1971-04-12,Associate,0,JP_1019,,2017,2018,21.166666666666668,1.7397260273972603,MA,51000.0
102793,Xin Qian,Peng,,,,0,HK,Hong Kong,25.0,HongKong,2017-01-16,2019-08-06 00:00:00.000000,Technology,Technology,HKD,0.15,Software Engineer,1998-04-04,Individual Contributor,0,JP_1043,110000.0,2017,2019,31.066666666666666,2.5534246575342467,,37423.046465884996
102794,Jeffrey,Bell,586 Collins Avenue,Columbus,Ohio,43085,US,United States,33.0,Boulder,2017-01-23,2021-06-20 00:00:00.000000,Technology,Marketing,USD,0.3,"VP, Marketing",1990-08-07,VP,0,JP_1031,250000.0,2017,2021,53.63333333333333,4.4082191780821915,OH,84000.0
102795,Bonnie,Conner,1377 Flint Street,Winder,Georgia,30680,US,United States,64.0,Boulder,2017-01-23,2017-03-30 00:00:00.000000,Technology,Technology,USD,0.15,Senior Software Engineer,1959-02-17,Senior,0,JP_1046,140000.0,2017,2017,2.2,0.18082191780821918,GA,91000.0
102796,Maria,Cagle,1577 Selah Way,Brattleboro,Vermont,05301,US,United States,64.0,Boulder,2017-01-23,,Technology,Technology,USD,0.2,"Director, Engineering",1959-12-21,Director,1,JP_1045,200000.0,2017,0,78.08955148294908,6.418319299968417,VT,98000.0
102797,Linda,Merchant,3738 Trouser Leg Road,Springfield,Massachusetts,01103,US,United States,33.0,NYC,2017-01-23,2019-02-01 00:00:00.000000,Corporate,Customer Service,USD,0.15,Account Manager,1990-02-07,Individual Contributor,0,JP_1020,70000.0,2017,2019,24.633333333333333,2.0246575342465754,MA,56000.0
102798,Arthur,Strait,3226 Fleming Street,Hayneville,Alabama,36040,US,United States,53.0,NYC,2017-01-23,,Corporate,Sales,USD,0.1,"Associate, Sales",1970-08-09,Associate,1,JP_1040,75000.0,2017,0,78.08955148294908,6.418319299968417,AL,75000.0
102799,Kristi,Lowry,1791 Asylum Avenue,Stamford,Connecticut,06902,US,United States,46.0,NYC,2017-01-23,2017-04-20 00:00:00.000000,Corporate,Technology,USD,0.15,IT,1977-02-03,Individual Contributor,0,JP_1042,80000.0,2017,2017,2.9,0.23835616438356164,CT,55000.0
102800,Chung,Kung,,,,0,HK,Hong Kong,91.0,HongKong,2017-01-23,2018-03-09 00:00:00.000000,Technology,Technology,HKD,0.15,Software Engineer,1932-09-18,Individual Contributor,0,JP_1043,110000.0,2017,2018,13.666666666666666,1.1232876712328768,,36784.42792551153
102801,Mario,Greenwood,1814 Emily Renzelli Boulevard,Monterey,California,95940,US,United States,58.0,Boulder,2017-01-30,,Technology,Technology,USD,0.15,Senior Software Engineer,1965-07-04,Senior,1,JP_1046,140000.0,2017,0,77.85621814961574,6.399141217776636,CA,94000.0
102802,Adam,Hollander,3962 Romines Mill Road,Dallas,Texas,75202,US,United States,39.0,Boulder,2017-01-30,2017-03-13 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1984-06-14,Individual Contributor,0,JP_1043,110000.0,2017,2017,1.4,0.11506849315068493,TX,93000.0
102803,Barbara,Prichard,4575 Rose Avenue,New Orleans,Louisiana,70171,US,United States,36.0,Boulder,2017-01-30,2019-08-21 00:00:00.000000,Technology,Technology,USD,0.15,Senior Software Engineer,1987-06-21,Senior,0,JP_1046,140000.0,2017,2019,31.1,2.5561643835616437,LA,92000.0
102804,Dennis,Kim,1623 Shady Pines Drive,Galax,Virginia,24333,US,United States,36.0,Boulder,2017-01-30,,Technology,Technology,USD,0.15,Software Engineer,1987-09-29,Individual Contributor,1,JP_1043,110000.0,2017,0,77.85621814961574,6.399141217776636,VA,99000.0
102805,Grace,Avery,1365 Cooks Mine Road,Albuquerque,New Mexico,87102,US,United States,44.0,NYC,2017-01-30,,Corporate,Technology,USD,0.15,IT,1979-05-15,Individual Contributor,1,JP_1042,80000.0,2017,0,77.85621814961574,6.399141217776636,NM,47000.0
102806,Mollie,Huddleston,3607 Cambridge Drive,Phoenix,Arizona,85034,US,United States,47.0,NYC,2017-01-30,,Corporate,Customer Service,USD,0.15,Account Manager,1976-11-14,Individual Contributor,1,JP_1020,70000.0,2017,0,77.85621814961574,6.399141217776636,AZ,51000.0
102807,Jennifer,Ballard,795 Hill Haven Drive,Waco,Texas,76701,US,United States,47.0,NYC,2017-01-30,,Corporate,Marketing,USD,0.15,Graphic Designer,1976-02-13,Individual Contributor,1,JP_1027,75000.0,2017,0,77.85621814961574,6.399141217776636,TX,85000.0
102808,Edward,Spieker,1055 Patterson Street,Houston,Texas,77028,US,United States,27.0,Boulder,2017-02-06,2019-10-13 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1996-03-01,Individual Contributor,0,JP_1043,110000.0,2017,2019,32.63333333333333,2.682191780821918,TX,96000.0
102809,Kathleen,Lazaro,3637 Hillview Street,Shawview Heights,South Carolina,29152,US,United States,43.0,Boulder,2017-02-06,,Technology,Technology,USD,0.15,Software Engineer,1980-12-31,Individual Contributor,1,JP_1043,110000.0,2017,0,77.62288481628241,6.379963135584855,SC,99000.0
102810,Thelma,Lane,4513 Post Farm Road,Clarkston,Georgia,30021,US,United States,40.0,Boulder,2017-02-06,2021-04-10 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1983-05-18,Individual Contributor,0,JP_1043,110000.0,2017,2021,50.8,4.175342465753425,GA,90000.0
102811,Arthur,Clark,4517 Davis Avenue,Concord,California,94520,US,United States,53.0,Boulder,2017-02-06,,Technology,Technology,USD,0.15,Software Engineer,1970-01-27,Individual Contributor,1,JP_1043,110000.0,2017,0,77.62288481628241,6.379963135584855,CA,92000.0
102812,Irene,Burns,1368 Stout Street,Carlisle,Pennsylvania,17013,US,United States,26.0,Boulder,2017-02-06,,Technology,Technology,USD,0.15,Software Engineer,1997-06-12,Individual Contributor,1,JP_1043,110000.0,2017,0,77.62288481628241,6.379963135584855,PA,98000.0
102813,Amanda,Courtney,2865 Still Pastures Drive,Augusta,South Carolina,30901,US,United States,62.0,Boulder,2017-02-06,2023-03-13 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1961-04-14,Individual Contributor,0,JP_1043,110000.0,2017,2023,74.2,6.098630136986301,SC,97000.0
102814,April,Polk,895 Kyle Street,Wilcox,Nebraska,68982,US,United States,36.0,NYC,2017-02-06,2021-10-27 00:00:00.000000,Corporate,Customer Service,USD,0.2,"Manager, Customer Service",1987-12-11,Associate,0,JP_1024,,2017,2021,57.46666666666667,4.723287671232876,NE,50000.0
102815,Shawna,Brown,4076 Cecil Street,Buffalo Grove,Illinois,60089,US,United States,65.0,NYC,2017-02-06,,Corporate,Customer Service,USD,0.15,Senior Account Manager,1958-11-21,Senior,1,JP_1022,100000.0,2017,0,77.62288481628241,6.379963135584855,IL,60000.0
102816,Sylvia,Sorrell,2816 Courtright Street,Gardner,North Dakota,58036,US,United States,39.0,NYC,2017-02-06,2021-03-18 00:00:00.000000,Corporate,Customer Service,USD,0.15,Account Manager,1984-07-08,Individual Contributor,0,JP_1020,70000.0,2017,2021,50.03333333333333,4.112328767123287,ND,58000.0
102817,Lilje,Christophersen,Strmsborgveien 239,OSLO,,0287,NO,Norway,29.0,Oslo,2017-02-06,2021-05-10 00:00:00.000000,Technology,Technology,NOK,0.15,Software Engineer,1994-07-10,Individual Contributor,0,JP_1043,110000.0,2017,2021,51.8,4.257534246575342,,50124.1348179356
102818,Lorita,Pearson,1876 Coleman Avenue,La Quinta,California,92253,US,United States,36.0,Boulder,2017-02-13,,Technology,Technology,USD,0.15,Software Engineer,1987-04-21,Individual Contributor,1,JP_1043,110000.0,2017,0,77.38955148294907,6.360785053393075,CA,93000.0
102819,Thelma,Perez,850 Southern Avenue,Creston,Iowa,50801,US,United States,54.0,Boulder,2017-02-13,2017-05-24 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1969-09-15,Individual Contributor,0,JP_1043,110000.0,2017,2017,3.3333333333333335,0.273972602739726,IA,91000.0
102820,Emogene,Stephens,1062 Coffman Alley,Madisonville,Kentucky,42431,US,United States,60.0,Boulder,2017-02-13,2021-08-29 00:00:00.000000,Technology,Technology,USD,0.15,Senior Software Engineer,1963-08-12,Senior,0,JP_1046,140000.0,2017,2021,55.266666666666666,4.542465753424658,KY,97000.0
102821,Alice,Smith,17 Marcham Road,BOOTON,,0NR105BQ,GB,United Kingdom,46.0,London,2017-02-13,,Corporate,Marketing,GBP,0.15,Graphic Designer,1977-06-07,Individual Contributor,1,JP_1027,75000.0,2017,0,77.38955148294907,6.360785053393075,,47169.81132075472
102822,Christina,Wang,203 Southern Avenue,Nashua,Iowa,50658,US,United States,44.0,SanJose,2017-02-13,,Corporate,Customer Service,USD,0.15,Account Manager,1979-08-15,Individual Contributor,1,JP_1020,70000.0,2017,0,77.38955148294907,6.360785053393075,IA,50000.0
102823,Lyle,Hein,4076 Gerald L. Bates Drive,Boston,Massachusetts,02210,US,United States,41.0,Boulder,2017-02-20,,Technology,Marketing,USD,0.15,Programmatic Marketing Specialist,1982-08-08,Individual Contributor,1,JP_1028,70000.0,2017,0,77.15621814961574,6.341606971201294,MA,79000.0
102824,Donald,Na,2447 Hanifan Lane,Dunwoody,Georgia,30338,US,United States,31.0,Boulder,2017-02-20,2022-10-07 00:00:00.000000,Technology,Technology,USD,0.15,Senior Software Engineer,1992-09-14,Senior,0,JP_1046,140000.0,2017,2022,68.5,5.63013698630137,GA,98000.0
102825,Thomas,Stephens,469 Ventura Drive,San Jose,California,95134,US,United States,58.0,NYC,2017-02-20,,Corporate,Marketing,USD,0.2,"Manager, Marketing",1965-02-27,Manager,1,JP_1032,130000.0,2017,0,77.15621814961574,6.341606971201294,CA,85000.0
102826,Irma,Crawford,3863 Bridge Avenue,Port Barre,Louisiana,70577,US,United States,67.0,NYC,2017-02-20,,Corporate,Sales,USD,0.15,Account Executive,1956-12-06,Individual Contributor,1,JP_1034,85000.0,2017,0,77.15621814961574,6.341606971201294,LA,74000.0
102827,Emma,Morgan,4974 Grant Street,Marietta,Texas,75566,US,United States,29.0,NYC,2017-02-20,,Corporate,Sales,USD,0.2,Regional Sales Manager,1994-01-26,Manager,1,JP_1036,140000.0,2017,0,77.15621814961574,6.341606971201294,TX,72000.0
102828,Kimberly,Osborne,1945 Farland Avenue,Kerrville,Texas,78028,US,United States,58.0,NYC,2017-02-20,,Corporate,Customer Service,USD,0.15,Account Manager,1965-11-14,Individual Contributor,1,JP_1020,70000.0,2017,0,77.15621814961574,6.341606971201294,TX,59000.0
102829,Stephen,Harris,2432 Creekside Lane,Ventura,California,93003,US,United States,64.0,NYC,2017-02-20,,Corporate,Customer Service,USD,0.15,Associate Account Manager,1959-05-23,Associate,1,JP_1019,,2017,0,77.15621814961574,6.341606971201294,CA,58000.0
102830,Sarah,Miller,9 Preston Rd,MORRISTON,,0KA191BH,GB,United Kingdom,54.0,London,2017-02-20,2018-01-19 00:00:00.000000,Corporate,Sales,GBP,0.2,Sales Manager,1969-07-16,Manager,0,JP_1037,120000.0,2017,2018,11.1,0.9123287671232877,,29321.774604793474
102831,Holly,Nolan,27 Witney Way,KIRTON,,0IV405RD,GB,United Kingdom,31.0,London,2017-02-20,2022-10-10 00:00:00.000000,Corporate,Marketing,GBP,0.2,"Director, Marketing",1992-12-05,Director,0,JP_1033,190000.0,2017,2022,68.6,5.638356164383562,,47169.81132075472
102832,Harold,Feldman,206 Leisure Lane,Los Angeles,California,90017,US,United States,60.0,Boulder,2017-02-27,,Technology,Technology,USD,0.15,Software Engineer,1963-01-31,Individual Contributor,1,JP_1043,110000.0,2017,0,76.9228848162824,6.322428889009513,CA,98000.0
102833,Anthony,Marsh,3429 Butternut Lane,Worden,Illinois,62097,US,United States,32.0,Boulder,2017-02-27,2022-10-02 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1991-06-20,Individual Contributor,0,JP_1043,110000.0,2017,2022,68.1,5.597260273972603,IL,94000.0
102834,Wayne,Crittendon,12 Doe Meadow Drive,Alexandria,Maryland,22306,US,United States,37.0,Boulder,2017-02-27,,Technology,Technology,USD,0.15,Senior Software Engineer,1986-04-16,Senior,1,JP_1046,140000.0,2017,0,76.9228848162824,6.322428889009513,MD,95000.0
102835,Leah,Bevins,4010 Shadowmar Drive,Metairie,Louisiana,70006,US,United States,41.0,Boulder,2017-02-27,2019-02-12 00:00:00.000000,Technology,Marketing,USD,0.2,"Director, Marketing",1982-02-18,Director,0,JP_1033,190000.0,2017,2019,23.833333333333332,1.9589041095890412,LA,81000.0
102836,Ruben,Williams,3151 Argonne Street,Newark,Delaware,19711,US,United States,32.0,Boulder,2017-02-27,,Technology,Technology,USD,0.15,Software Engineer,1991-09-05,Individual Contributor,1,JP_1043,110000.0,2017,0,76.9228848162824,6.322428889009513,DE,91000.0
102837,Rickey,Scott,1577 Carriage Lane,Sugar Notch,Pennsylvania,18706,US,United States,30.0,NYC,2017-02-27,2022-06-11 00:00:00.000000,Corporate,Corporate,USD,0.15,HR Analyst,1993-08-13,Individual Contributor,0,JP_1017,65000.0,2017,2022,64.33333333333333,5.287671232876712,PA,70000.0
102838,Anne,Hall,4579 Drummond Street,Paterson,New Jersey,07501,US,United States,50.0,NYC,2017-02-27,,Corporate,Customer Service,USD,0.15,Senior Account Manager,1973-09-15,Senior,1,JP_1022,100000.0,2017,0,76.9228848162824,6.322428889009513,NJ,55000.0
102839,Gregoria,Henriksen,4978 Church Street,Queens,New York,11101,US,United States,37.0,NYC,2017-02-27,,Corporate,Marketing,USD,0.2,"Manager, Marketing",1986-09-01,Manager,1,JP_1032,130000.0,2017,0,76.9228848162824,6.322428889009513,NY,81000.0
102840,Imogen,Watts,55 Golden Knowes Road,FRIARS CARSE,,0DG27TE,GB,United Kingdom,55.0,London,2017-02-27,2021-12-14 00:00:00.000000,Corporate,Sales,GBP,0.2,Regional Sales Manager,1968-08-18,Manager,0,JP_1036,140000.0,2017,2021,58.36666666666667,4.7972602739726025,,34421.21366649669
102841,Ivan,Jones,2443 Ash Avenue,Saint Louis,Missouri,63130,US,United States,32.0,Boulder,2017-03-06,,Technology,Technology,USD,0.15,Senior Software Engineer,1991-11-02,Senior,1,JP_1046,140000.0,2017,0,76.68955148294907,6.303250806817732,MO,99000.0
102842,Ivy,Ray,3684 Oakridge Lane,Dallas,Texas,75234,US,United States,35.0,Boulder,2017-03-06,,Technology,Technology,USD,0.15,Senior Software Engineer,1988-09-08,Senior,1,JP_1046,140000.0,2017,0,76.68955148294907,6.303250806817732,TX,98000.0
102843,Joanne,Homer,2487 Jerry Toth Drive,False Pass,Alaska,99583,US,United States,55.0,Boulder,2017-03-06,,Technology,Technology,USD,0.2,"Director, Engineering",1968-03-02,Director,1,JP_1045,200000.0,2017,0,76.68955148294907,6.303250806817732,AK,94000.0
102844,Paul,Wetzel,1841 Gnatty Creek Road,Long Beach,New York,11561,US,United States,31.0,NYC,2017-03-06,2020-04-27 00:00:00.000000,Corporate,Sales,USD,0.15,Account Executive,1992-08-28,Individual Contributor,0,JP_1034,85000.0,2017,2020,38.266666666666666,3.1452054794520548,NY,75000.0
102845,Donna,Christopher,1845 Hillcrest Avenue,Lexington,Massachusetts,02421,US,United States,60.0,NYC,2017-03-06,,Corporate,Marketing,USD,0.2,"Manager, Marketing",1963-05-03,Manager,1,JP_1032,130000.0,2017,0,76.68955148294907,6.303250806817732,MA,77000.0
102846,Diana,Rolon,1540 Kimberly Way,Rockford,Michigan,49341,US,United States,28.0,NYC,2017-03-06,,Corporate,Sales,USD,0.15,Account Executive,1995-12-23,Individual Contributor,1,JP_1034,85000.0,2017,0,76.68955148294907,6.303250806817732,MI,75000.0
102847,Hermine,Pettersen,Halvorlkka 230,SKJEBERG,,01747,NO,Norway,57.0,Oslo,2017-03-06,2021-02-22 00:00:00.000000,Technology,Technology,NOK,0.15,Software Engineer,1966-08-17,Individual Contributor,0,JP_1043,110000.0,2017,2021,48.3,3.96986301369863,,49936.05176045742
102848,Richard,Stamps,1777 Fieldcrest Road,New York,New York,10014,US,United States,27.0,Boulder,2017-03-13,,Technology,Technology,USD,0.15,Software Engineer,1996-01-25,Individual Contributor,1,JP_1043,110000.0,2017,0,76.45621814961574,6.284072724625951,NY,96000.0
102849,Gordon,May,2858 Hott Street,Oklahoma City,Oklahoma,73102,US,United States,42.0,Boulder,2017-03-13,,Technology,Technology,USD,0.15,Software Engineer,1981-05-15,Individual Contributor,1,JP_1043,110000.0,2017,0,76.45621814961574,6.284072724625951,OK,91000.0
102850,Nancy,Snell,4514 Walnut Street,Jackson,Mississippi,39201,US,United States,51.0,Boulder,2017-03-13,2019-08-29 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1972-06-11,Individual Contributor,0,JP_1043,110000.0,2017,2019,29.966666666666665,2.463013698630137,MS,96000.0
102851,Ramona,Muniz,171 Jewell Road,Saint Paul,Minnesota,55104,US,United States,43.0,NYC,2017-03-13,2017-12-08 00:00:00.000000,Corporate,Customer Service,USD,0.15,Associate Account Manager,1980-01-16,Associate,0,JP_1019,,2017,2017,9.0,0.7397260273972602,MN,59000.0
102852,Marcus,Woodard,397 Rodney Street,Saint Louis,Missouri,63146,US,United States,58.0,NYC,2017-03-13,,Corporate,Customer Service,USD,0.15,Account Manager,1965-04-24,Individual Contributor,1,JP_1020,70000.0,2017,0,76.45621814961574,6.284072724625951,MO,55000.0
102853,Stephen,Spearman,4578 Jones Avenue,Winston Salem,North Carolina,27104,US,United States,48.0,NYC,2017-03-13,2020-08-25 00:00:00.000000,Corporate,Corporate,USD,0.15,FP&A Analyst,1975-12-07,Individual Contributor,0,JP_1005,70000.0,2017,2020,42.03333333333333,3.4547945205479453,NC,69000.0
102854,Arthur,Daniels,916 Adams Avenue,Frederick,Maryland,21701,US,United States,45.0,NYC,2017-03-13,,Corporate,Customer Service,USD,0.15,Account Manager,1978-12-20,Individual Contributor,1,JP_1020,70000.0,2017,0,76.45621814961574,6.284072724625951,MD,57000.0
102855,Shi,T'an,,,,0,HK,Hong Kong,67.0,HongKong,2017-03-13,2023-06-07 00:00:00.000000,Technology,Technology,HKD,0.15,Software Engineer,1956-04-05,Individual Contributor,0,JP_1043,110000.0,2017,2023,75.9,6.238356164383561,,36528.98050936215
102856,Kate,Pritchard,87 Quay Street,NEEDHAM MARKET,,0IP64SG,GB,United Kingdom,52.0,London,2017-03-13,,Corporate,Customer Service,GBP,0.15,Account Manager,1971-03-20,Individual Contributor,1,JP_1020,70000.0,2017,0,76.45621814961574,6.284072724625951,,42070.3722590515
102857,Mohammad,Khan,47 Hampton Court Rd,SPALDING,,0PE110WQ,GB,United Kingdom,50.0,London,2017-03-13,,Corporate,Sales,GBP,0.1,"Associate, Sales",1973-07-23,Associate,1,JP_1040,75000.0,2017,0,76.45621814961574,6.284072724625951,,28046.91483936767
102858,Edward,Hayward,78 St Denys Road,POYNTON,,0TF68SU,GB,United Kingdom,48.0,London,2017-03-13,,Corporate,Marketing,GBP,0.2,"Manager, Marketing",1975-01-13,Manager,1,JP_1032,130000.0,2017,0,76.45621814961574,6.284072724625951,,52269.25038245793
102859,Nicole,Kittrell,3922 Aaron Smith Drive,Quarryville,Pennsylvania,17566,US,United States,42.0,Boulder,2017-03-20,2023-05-31 00:00:00.000000,Technology,Technology,USD,0.15,Software Engineer,1981-09-06,Individual Contributor,0,JP_1043,110000.0,2017,2023,75.43333333333334,6.2,PA,90000.0
102860,Elizabeth,Zellmer,4212 Lee Avenue,Camden,New Jersey,08102,US,United States,32.0,NYC,2017-03-20,2019-12-27 00:00:00.000000,Corporate,Sales,USD,0.2,Sales Manager,1991-06-05,Manager,0,JP_1037,120000.0,2017,2019,33.733333333333334,2.7726027397260276,NJ,72000.0
102861,Salvador,Neal,2373 Vernon Street,San Diego,California,92103,US,United States,33.0,NYC,2017-03-20,2020-09-04 00:00:00.000000,Corporate,Customer Service,USD,0.15,Account Manager,1990-04-22,Individual Contributor,0,JP_1020,70000.0,2017,2020,42.13333333333333,3.463013698630137,CA,59000.0
102862,Gwyn,Ferrell,3533 Lauren Drive,Madison,Wisconsin,53705,US,United States,32.0,NYC,2017-03-20,,Corporate,Sales,USD,0.15,Account Executive,1991-07-10,Individual Contributor,1,JP_1034,85000.0,2017,0,76.2228848162824,6.264894642434171,WI,71000.0
